Injected_Bus,Injected_Phase,Penetration_Scenario,Affected_Bus,Affected_Phase,Active_Sensitivity,Reactive_Sensitivity,V0,V_PF,V_TJSM,Error_Percent_V_TJSM
32,0,0.5,23,2,-1.1002,-1.3676,0.9876,0.9876,0.9876,-1.0
32,0,0.5,24,0,9.4381,13.3569,1.0134,1.0134,1.0134,-1.0
32,0,0.5,24,1,-0.9809,1.5212,1.0412,1.0412,1.0412,-1.0
32,0,0.5,24,2,-1.1658,-1.614,0.9863,0.9863,0.9863,-1.0
32,0,0.5,25,0,10.5136,13.9755,1.0092,1.0092,1.0092,-1.0
32,0,0.5,25,1,-1.2984,1.7497,1.0443,1.0443,1.0443,-1.0
32,0,0.5,25,2,-1.2794,-2.0086,0.9822,0.9822,0.9822,-1.0
32,0,0.5,26,0,11.602,14.5865,1.0051,1.0051,1.0051,-1.0
32,0,0.5,26,1,-1.6202,1.9796,1.0451,1.0451,1.0451,-1.0
32,0,0.5,26,2,-1.3888,-2.3986,0.9807,0.9807,0.9807,-1.0
32,0,0.5,27,0,13.4785,15.6354,1.0,1.0,1.0,-1.0
32,0,0.5,27,1,-2.1858,2.3937,1.0463,1.0463,1.0463,-1.0
32,0,0.5,27,2,-1.5711,-3.0826,0.9762,0.9762,0.9762,-1.0
32,0,0.5,28,0,13.4693,15.6414,1.0006,1.0006,1.0006,-1.0
32,0,0.5,28,1,-2.183,2.3998,1.0455,1.0455,1.0455,-1.0
32,0,0.5,28,2,-1.5755,-3.0947,0.9726,0.9726,0.9726,-1.0
32,0,0.5,29,0,13.4822,15.6285,1.0009,1.0009,1.0009,-1.0
32,0,0.5,29,1,-2.1912,2.4062,1.0423,1.0423,1.0423,-1.0
32,0,0.5,29,2,-1.5691,-3.0911,0.9741,0.9741,0.9741,-1.0
32,0,0.5,30,0,15.6325,16.8325,0.9935,0.9935,0.9935,-1.0
32,0,0.5,30,1,-2.8366,2.8587,1.0481,1.0481,1.0481,-1.0
32,0,0.5,30,2,-1.7789,-3.8543,0.9743,0.9743,0.9743,-1.0
32,0,0.5,31,0,16.9419,17.5449,0.9918,0.9918,0.9918,-1.0
32,0,0.5,31,1,-3.2472,3.1664,1.0489,1.0489,1.0489,-1.0
32,0,0.5,31,2,-1.8912,-4.3358,0.9726,0.9726,0.9726,-1.0
32,0,0.5,32,0,19.253,18.6131,0.9921,0.9921,0.9921,-1.0
32,0,0.5,32,1,-3.9027,3.6525,1.0494,1.0494,1.0494,-1.0
32,0,0.5,32,2,-2.0164,-5.0887,0.9694,0.9694,0.9694,-1.0
32,0,0.5,33,0,18.2113,18.2269,0.9921,0.9921,0.9921,-1.0
32,0,0.5,33,1,-3.6581,3.4927,1.0494,1.0494,1.0494,-1.0
32,0,0.5,33,2,-1.9875,-4.8212,0.9698,0.9698,0.9698,-1.0
32,0,0.5,34,0,5.0466,10.743,1.0322,1.0322,1.0322,-1.0
32,0,0.5,34,1,-0.0604,0.4246,1.0403,1.0403,1.0403,-1.0
32,0,0.5,34,2,-0.4756,-0.3121,1.0006,1.0006,1.0006,-1.0
32,0,0.5,35,0,6.7334,11.882,1.0193,1.0193,1.0193,-1.0
32,0,0.5,35,1,-0.1719,0.9262,1.0425,1.0425,1.0425,-1.0
32,0,0.5,35,2,-0.9083,-0.6317,0.9937,0.9937,0.9937,-1.0
32,0,0.5,36,0,9.2427,13.0947,0.9928,0.9928,0.9928,-1.0
32,0,0.5,36,1,-0.9595,1.488,1.0223,1.0223,1.0223,-1.0
32,0,0.5,36,2,-1.1445,-1.5816,0.9662,0.9662,0.9662,-1.0
32,0,1.0,1,0,3.8175,9.926,1.0396,1.0396,1.0396,-1.0
32,0,1.0,1,1,0.0181,0.0507,1.0475,1.0475,1.0475,-1.0
32,0,1.0,1,2,-0.1642,-0.0775,1.0111,1.0111,1.0111,-1.0
32,0,1.0,2,0,5.0413,10.7405,1.0319,1.0319,1.0319,-1.0
32,0,1.0,2,1,-0.0611,0.4237,1.0436,1.0436,1.0436,-1.0
32,0,1.0,2,2,-0.4741,-0.311,1.002,1.002,1.002,-1.0
32,0,1.0,3,0,6.7139,11.844,1.0222,1.0222,1.0222,-1.0
32,0,1.0,3,1,-0.178,0.9342,1.0428,1.0428,1.0428,-1.0
32,0,1.0,3,2,-0.8954,-0.6277,0.9948,0.9948,0.9948,-1.0
32,0,1.0,4,0,5.0684,10.7737,1.0307,1.0307,1.0307,-1.0
32,0,1.0,4,1,-0.0526,0.4187,1.0368,1.0368,1.0368,-1.0
32,0,1.0,4,2,-0.4878,-0.3177,0.9993,0.9993,0.9993,-1.0
32,0,1.0,5,0,5.0423,10.7424,1.0321,1.0321,1.0321,-1.0
32,0,1.0,5,1,-0.0605,0.4243,1.0419,1.0419,1.0419,-1.0
32,0,1.0,5,2,-0.4753,-0.3119,1.0003,1.0003,1.0003,-1.0
32,0,1.0,6,0,5.0817,10.7695,1.0326,1.0326,1.0326,-1.0
32,0,1.0,6,1,-0.0522,0.4224,1.0295,1.0295,1.0295,-1.0
32,0,1.0,6,2,-0.4882,-0.3192,0.9974,0.9974,0.9974,-1.0
32,0,1.0,7,0,5.0986,10.7645,1.0338,1.0338,1.0338,-1.0
32,0,1.0,7,1,-0.0524,0.4263,1.0206,1.0206,1.0206,-1.0
32,0,1.0,7,2,-0.4878,-0.3199,0.9975,0.9975,0.9975,-1.0
32,0,1.0,8,0,10.5161,13.9739,1.0091,1.0091,1.0091,-1.0
32,0,1.0,8,1,-1.2992,1.7493,1.0442,1.0442,1.0442,-1.0
32,0,1.0,8,2,-1.2783,-2.0068,0.983,0.983,0.983,-1.0
32,0,1.0,9,0,9.4314,13.3619,1.0131,1.0131,1.0131,-1.0
32,0,1.0,9,1,-0.9791,1.5184,1.0431,1.0431,1.0431,-1.0
32,0,1.0,9,2,-1.1678,-1.6139,0.9859,0.9859,0.9859,-1.0
32,0,1.0,10,0,13.4729,15.6386,1.0005,1.0005,1.0005,-1.0
32,0,1.0,10,1,-2.1845,2.3989,1.0454,1.0454,1.0454,-1.0
32,0,1.0,10,2,-1.5737,-3.0913,0.9737,0.9737,0.9737,-1.0
32,0,1.0,11,0,18.2156,18.2231,0.992,0.992,0.992,-1.0
32,0,1.0,11,1,-3.6601,3.4914,1.0493,1.0493,1.0493,-1.0
32,0,1.0,11,2,-1.9861,-4.8177,0.9705,0.9705,0.9705,-1.0
32,0,1.0,12,0,5.0397,10.7431,1.0323,1.0323,1.0323,-1.0
32,0,1.0,12,1,-0.0603,0.4244,1.0421,1.0421,1.0421,-1.0
32,0,1.0,12,2,-0.4759,-0.3123,0.9991,0.9991,0.9991,-1.0
32,0,1.0,13,0,5.0502,10.7547,1.0315,1.0315,1.0315,-1.0
32,0,1.0,13,1,-0.0574,0.4217,1.0409,1.0409,1.0409,-1.0
32,0,1.0,13,2,-0.48,-0.314,1.0002,1.0002,1.0002,-1.0
32,0,1.0,14,0,5.071,10.7787,1.0302,1.0302,1.0302,-1.0
32,0,1.0,14,1,-0.0519,0.4178,1.0367,1.0367,1.0367,-1.0
32,0,1.0,14,2,-0.4891,-0.318,0.9994,0.9994,0.9994,-1.0
32,0,1.0,15,0,5.0839,10.8061,1.0276,1.0276,1.0276,-1.0
32,0,1.0,15,1,-0.0481,0.4124,1.0371,1.0371,1.0371,-1.0
32,0,1.0,15,2,-0.4961,-0.32,0.9997,0.9997,0.9997,-1.0
32,0,1.0,16,0,5.0788,10.7703,1.0324,1.0324,1.0324,-1.0
32,0,1.0,16,1,-0.0521,0.422,1.0305,1.0305,1.0305,-1.0
32,0,1.0,16,2,-0.4883,-0.3191,0.9972,0.9972,0.9972,-1.0
32,0,1.0,17,0,5.1005,10.7639,1.034,1.034,1.034,-1.0
32,0,1.0,17,1,-0.0524,0.4267,1.0196,1.0196,1.0196,-1.0
32,0,1.0,17,2,-0.4877,-0.32,0.9975,0.9975,0.9975,-1.0
32,0,1.0,18,0,5.1029,10.7633,1.0341,1.0341,1.0341,-1.0
32,0,1.0,18,1,-0.0525,0.4271,1.0187,1.0187,1.0187,-1.0
32,0,1.0,18,2,-0.4875,-0.32,0.9978,0.9978,0.9978,-1.0
32,0,1.0,19,0,5.0832,10.769,1.0327,1.0327,1.0327,-1.0
32,0,1.0,19,1,-0.0522,0.4227,1.0288,1.0288,1.0288,-1.0
32,0,1.0,19,2,-0.4881,-0.3192,0.9975,0.9975,0.9975,-1.0
32,0,1.0,20,0,6.7244,11.8658,1.0206,1.0206,1.0206,-1.0
32,0,1.0,20,1,-0.1751,0.9302,1.0426,1.0426,1.0426,-1.0
32,0,1.0,20,2,-0.9021,-0.6297,0.9938,0.9938,0.9938,-1.0
32,0,1.0,21,0,6.7366,11.8879,1.0189,1.0189,1.0189,-1.0
32,0,1.0,21,1,-0.1711,0.9254,1.0421,1.0421,1.0421,-1.0
32,0,1.0,21,2,-0.9102,-0.6324,0.9933,0.9933,0.9933,-1.0
32,0,1.0,22,0,6.738,11.8903,1.0186,1.0186,1.0186,-1.0
32,0,1.0,22,1,-0.1709,0.9244,1.0426,1.0426,1.0426,-1.0
32,0,1.0,22,2,-0.9105,-0.6322,0.9938,0.9938,0.9938,-1.0
32,0,1.0,23,0,8.7507,12.9826,1.0154,1.0154,1.0154,-1.0
32,0,1.0,23,1,-0.7782,1.3723,1.0432,1.0432,1.0432,-1.0
32,0,1.0,23,2,-1.1002,-1.3676,0.9876,0.9876,0.9876,-1.0
32,0,1.0,24,0,9.4381,13.3569,1.0134,1.0134,1.0134,-1.0
32,0,1.0,24,1,-0.9809,1.5212,1.0412,1.0412,1.0412,-1.0
32,0,1.0,24,2,-1.1658,-1.614,0.9863,0.9863,0.9863,-1.0
32,0,1.0,25,0,10.5136,13.9755,1.0092,1.0092,1.0092,-1.0
32,0,1.0,25,1,-1.2984,1.7497,1.0443,1.0443,1.0443,-1.0
32,0,1.0,25,2,-1.2794,-2.0086,0.9822,0.9822,0.9822,-1.0
32,0,1.0,26,0,11.602,14.5865,1.0051,1.0051,1.0051,-1.0
32,0,1.0,26,1,-1.6202,1.9796,1.0451,1.0451,1.0451,-1.0
32,0,1.0,26,2,-1.3888,-2.3986,0.9807,0.9807,0.9807,-1.0
32,0,1.0,27,0,13.4785,15.6354,1.0,1.0,1.0,-1.0
32,0,1.0,27,1,-2.1858,2.3937,1.0463,1.0463,1.0463,-1.0
32,0,1.0,27,2,-1.5711,-3.0826,0.9762,0.9762,0.9762,-1.0
32,0,1.0,28,0,13.4693,15.6414,1.0006,1.0006,1.0006,-1.0
32,0,1.0,28,1,-2.183,2.3998,1.0455,1.0455,1.0455,-1.0
32,0,1.0,28,2,-1.5755,-3.0947,0.9726,0.9726,0.9726,-1.0
32,0,1.0,29,0,13.4822,15.6285,1.0009,1.0009,1.0009,-1.0
32,0,1.0,29,1,-2.1912,2.4062,1.0423,1.0423,1.0423,-1.0
32,0,1.0,29,2,-1.5691,-3.0911,0.9741,0.9741,0.9741,-1.0
32,0,1.0,30,0,15.6325,16.8325,0.9935,0.9935,0.9935,-1.0
32,0,1.0,30,1,-2.8366,2.8587,1.0481,1.0481,1.0481,-1.0
32,0,1.0,30,2,-1.7789,-3.8543,0.9743,0.9743,0.9743,-1.0
32,0,1.0,31,0,16.9419,17.5449,0.9918,0.9918,0.9918,-1.0
32,0,1.0,31,1,-3.2472,3.1664,1.0489,1.0489,1.0489,-1.0
32,0,1.0,31,2,-1.8912,-4.3358,0.9726,0.9726,0.9726,-1.0
32,0,1.0,32,0,19.253,18.6131,0.9921,0.9921,0.9921,-1.0
32,0,1.0,32,1,-3.9027,3.6525,1.0494,1.0494,1.0494,-1.0
32,0,1.0,32,2,-2.0164,-5.0887,0.9694,0.9694,0.9694,-1.0
32,0,1.0,33,0,18.2113,18.2269,0.9921,0.9921,0.9921,-1.0
32,0,1.0,33,1,-3.6581,3.4927,1.0494,1.0494,1.0494,-1.0
32,0,1.0,33,2,-1.9875,-4.8212,0.9698,0.9698,0.9698,-1.0
32,0,1.0,34,0,5.0466,10.743,1.0322,1.0322,1.0322,-1.0
32,0,1.0,34,1,-0.0604,0.4246,1.0403,1.0403,1.0403,-1.0
32,0,1.0,34,2,-0.4756,-0.3121,1.0006,1.0006,1.0006,-1.0
32,0,1.0,35,0,6.7334,11.882,1.0193,1.0193,1.0193,-1.0
32,0,1.0,35,1,-0.1719,0.9262,1.0425,1.0425,1.0425,-1.0
32,0,1.0,35,2,-0.9083,-0.6317,0.9937,0.9937,0.9937,-1.0
32,0,1.0,36,0,9.2427,13.0947,0.9928,0.9928,0.9928,-1.0
32,0,1.0,36,1,-0.9595,1.488,1.0223,1.0223,1.0223,-1.0
32,0,1.0,36,2,-1.1445,-1.5816,0.9662,0.9662,0.9662,-1.0
32,0,2.0,1,0,3.8175,9.926,1.0396,1.0396,1.0396,-1.0
32,0,2.0,1,1,0.0181,0.0507,1.0475,1.0475,1.0475,-1.0
32,0,2.0,1,2,-0.1642,-0.0775,1.0111,1.0111,1.0111,-1.0
32,0,2.0,2,0,5.0413,10.7405,1.0319,1.0319,1.0319,-1.0
32,0,2.0,2,1,-0.0611,0.4237,1.0436,1.0436,1.0436,-1.0
32,0,2.0,2,2,-0.4741,-0.311,1.002,1.002,1.002,-1.0
32,0,2.0,3,0,6.7139,11.844,1.0222,1.0222,1.0222,-1.0
32,0,2.0,3,1,-0.178,0.9342,1.0428,1.0428,1.0428,-1.0
32,0,2.0,3,2,-0.8954,-0.6277,0.9948,0.9948,0.9948,-1.0
32,0,2.0,4,0,5.0684,10.7737,1.0307,1.0307,1.0307,-1.0
32,0,2.0,4,1,-0.0526,0.4187,1.0368,1.0368,1.0368,-1.0
32,0,2.0,4,2,-0.4878,-0.3177,0.9993,0.9993,0.9993,-1.0
32,0,2.0,5,0,5.0423,10.7424,1.0321,1.0321,1.0321,-1.0
32,0,2.0,5,1,-0.0605,0.4243,1.0419,1.0419,1.0419,-1.0
32,0,2.0,5,2,-0.4753,-0.3119,1.0003,1.0003,1.0003,-1.0
32,0,2.0,6,0,5.0817,10.7695,1.0326,1.0326,1.0326,-1.0
32,0,2.0,6,1,-0.0522,0.4224,1.0295,1.0295,1.0295,-1.0
32,0,2.0,6,2,-0.4882,-0.3192,0.9974,0.9974,0.9974,-1.0
32,0,2.0,7,0,5.0986,10.7645,1.0338,1.0338,1.0338,-1.0
32,0,2.0,7,1,-0.0524,0.4263,1.0206,1.0206,1.0206,-1.0
32,0,2.0,7,2,-0.4878,-0.3199,0.9975,0.9975,0.9975,-1.0
32,0,2.0,8,0,10.5161,13.9739,1.0091,1.0091,1.0091,-1.0
32,0,2.0,8,1,-1.2992,1.7493,1.0442,1.0442,1.0442,-1.0
32,0,2.0,8,2,-1.2783,-2.0068,0.983,0.983,0.983,-1.0
32,0,2.0,9,0,9.4314,13.3619,1.0131,1.0131,1.0131,-1.0
32,0,2.0,9,1,-0.9791,1.5184,1.0431,1.0431,1.0431,-1.0
32,0,2.0,9,2,-1.1678,-1.6139,0.9859,0.9859,0.9859,-1.0
32,0,2.0,10,0,13.4729,15.6386,1.0005,1.0005,1.0005,-1.0
32,0,2.0,10,1,-2.1845,2.3989,1.0454,1.0454,1.0454,-1.0
32,0,2.0,10,2,-1.5737,-3.0913,0.9737,0.9737,0.9737,-1.0
32,0,2.0,11,0,18.2156,18.2231,0.992,0.992,0.992,-1.0
32,0,2.0,11,1,-3.6601,3.4914,1.0493,1.0493,1.0493,-1.0
32,0,2.0,11,2,-1.9861,-4.8177,0.9705,0.9705,0.9705,-1.0
32,0,2.0,12,0,5.0397,10.7431,1.0323,1.0323,1.0323,-1.0
32,0,2.0,12,1,-0.0603,0.4244,1.0421,1.0421,1.0421,-1.0
32,0,2.0,12,2,-0.4759,-0.3123,0.9991,0.9991,0.9991,-1.0
32,0,2.0,13,0,5.0502,10.7547,1.0315,1.0315,1.0315,-1.0
32,0,2.0,13,1,-0.0574,0.4217,1.0409,1.0409,1.0409,-1.0
32,0,2.0,13,2,-0.48,-0.314,1.0002,1.0002,1.0002,-1.0
32,0,2.0,14,0,5.071,10.7787,1.0302,1.0302,1.0302,-1.0
32,0,2.0,14,1,-0.0519,0.4178,1.0367,1.0367,1.0367,-1.0
32,0,2.0,14,2,-0.4891,-0.318,0.9994,0.9994,0.9994,-1.0
32,0,2.0,15,0,5.0839,10.8061,1.0276,1.0276,1.0276,-1.0
32,0,2.0,15,1,-0.0481,0.4124,1.0371,1.0371,1.0371,-1.0
32,0,2.0,15,2,-0.4961,-0.32,0.9997,0.9997,0.9997,-1.0
32,0,2.0,16,0,5.0788,10.7703,1.0324,1.0324,1.0324,-1.0
32,0,2.0,16,1,-0.0521,0.422,1.0305,1.0305,1.0305,-1.0
32,0,2.0,16,2,-0.4883,-0.3191,0.9972,0.9972,0.9972,-1.0
32,0,2.0,17,0,5.1005,10.7639,1.034,1.034,1.034,-1.0
32,0,2.0,17,1,-0.0524,0.4267,1.0196,1.0196,1.0196,-1.0
32,0,2.0,17,2,-0.4877,-0.32,0.9975,0.9975,0.9975,-1.0
32,0,2.0,18,0,5.1029,10.7633,1.0341,1.0341,1.0341,-1.0
32,0,2.0,18,1,-0.0525,0.4271,1.0187,1.0187,1.0187,-1.0
32,0,2.0,18,2,-0.4875,-0.32,0.9978,0.9978,0.9978,-1.0
32,0,2.0,19,0,5.0832,10.769,1.0327,1.0327,1.0327,-1.0
32,0,2.0,19,1,-0.0522,0.4227,1.0288,1.0288,1.0288,-1.0
32,0,2.0,19,2,-0.4881,-0.3192,0.9975,0.9975,0.9975,-1.0
32,0,2.0,20,0,6.7244,11.8658,1.0206,1.0206,1.0206,-1.0
32,0,2.0,20,1,-0.1751,0.9302,1.0426,1.0426,1.0426,-1.0
32,0,2.0,20,2,-0.9021,-0.6297,0.9938,0.9938,0.9938,-1.0
32,0,2.0,21,0,6.7366,11.8879,1.0189,1.0189,1.0189,-1.0
32,0,2.0,21,1,-0.1711,0.9254,1.0421,1.0421,1.0421,-1.0
32,0,2.0,21,2,-0.9102,-0.6324,0.9933,0.9933,0.9933,-1.0
32,0,2.0,22,0,6.738,11.8903,1.0186,1.0186,1.0186,-1.0
32,0,2.0,22,1,-0.1709,0.9244,1.0426,1.0426,1.0426,-1.0
32,0,2.0,22,2,-0.9105,-0.6322,0.9938,0.9938,0.9938,-1.0
32,0,2.0,23,0,8.7507,12.9826,1.0154,1.0154,1.0154,-1.0
32,0,2.0,23,1,-0.7782,1.3723,1.0432,1.0432,1.0432,-1.0
32,0,2.0,23,2,-1.1002,-1.3676,0.9876,0.9876,0.9876,-1.0
32,0,2.0,24,0,9.4381,13.3569,1.0134,1.0134,1.0134,-1.0
32,0,2.0,24,1,-0.9809,1.5212,1.0412,1.0412,1.0412,-1.0
32,0,2.0,24,2,-1.1658,-1.614,0.9863,0.9863,0.9863,-1.0
32,0,2.0,25,0,10.5136,13.9755,1.0092,1.0092,1.0092,-1.0
32,0,2.0,25,1,-1.2984,1.7497,1.0443,1.0443,1.0443,-1.0
32,0,2.0,25,2,-1.2794,-2.0086,0.9822,0.9822,0.9822,-1.0
32,0,2.0,26,0,11.602,14.5865,1.0051,1.0051,1.0051,-1.0
32,0,2.0,26,1,-1.6202,1.9796,1.0451,1.0451,1.0451,-1.0
32,0,2.0,26,2,-1.3888,-2.3986,0.9807,0.9807,0.9807,-1.0
32,0,2.0,27,0,13.4785,15.6354,1.0,1.0,1.0,-1.0
32,0,2.0,27,1,-2.1858,2.3937,1.0463,1.0463,1.0463,-1.0
32,0,2.0,27,2,-1.5711,-3.0826,0.9762,0.9762,0.9762,-1.0
32,0,2.0,28,0,13.4693,15.6414,1.0006,1.0006,1.0006,-1.0
32,0,2.0,28,1,-2.183,2.3998,1.0455,1.0455,1.0455,-1.0
32,0,2.0,28,2,-1.5755,-3.0947,0.9726,0.9726,0.9726,-1.0
32,0,2.0,29,0,13.4822,15.6285,1.0009,1.0009,1.0009,-1.0
32,0,2.0,29,1,-2.1912,2.4062,1.0423,1.0423,1.0423,-1.0
32,0,2.0,29,2,-1.5691,-3.0911,0.9741,0.9741,0.9741,-1.0
32,0,2.0,30,0,15.6325,16.8325,0.9935,0.9935,0.9935,-1.0
32,0,2.0,30,1,-2.8366,2.8587,1.0481,1.0481,1.0481,-1.0
32,0,2.0,30,2,-1.7789,-3.8543,0.9743,0.9743,0.9743,-1.0
32,0,2.0,31,0,16.9419,17.5449,0.9918,0.9918,0.9918,-1.0
32,0,2.0,31,1,-3.2472,3.1664,1.0489,1.0489,1.0489,-1.0
32,0,2.0,31,2,-1.8912,-4.3358,0.9726,0.9726,0.9726,-1.0
32,0,2.0,32,0,19.253,18.6131,0.9921,0.9921,0.9921,-1.0
32,0,2.0,32,1,-3.9027,3.6525,1.0494,1.0494,1.0494,-1.0
32,0,2.0,32,2,-2.0164,-5.0887,0.9694,0.9694,0.9694,-1.0
32,0,2.0,33,0,18.2113,18.2269,0.9921,0.9921,0.9921,-1.0
32,0,2.0,33,1,-3.6581,3.4927,1.0494,1.0494,1.0494,-1.0
32,0,2.0,33,2,-1.9875,-4.8212,0.9698,0.9698,0.9698,-1.0
32,0,2.0,34,0,5.0466,10.743,1.0322,1.0322,1.0322,-1.0
32,0,2.0,34,1,-0.0604,0.4246,1.0403,1.0403,1.0403,-1.0
32,0,2.0,34,2,-0.4756,-0.3121,1.0006,1.0006,1.0006,-1.0
32,0,2.0,35,0,6.7334,11.882,1.0193,1.0193,1.0193,-1.0
32,0,2.0,35,1,-0.1719,0.9262,1.0425,1.0425,1.0425,-1.0
32,0,2.0,35,2,-0.9083,-0.6317,0.9937,0.9937,0.9937,-1.0
32,0,2.0,36,0,9.2427,13.0947,0.9928,0.9928,0.9928,-1.0
32,0,2.0,36,1,-0.9595,1.488,1.0223,1.0223,1.0223,-1.0
32,0,2.0,36,2,-1.1445,-1.5816,0.9662,0.9662,0.9662,-1.0
32,1,0.5,1,0,-0.1533,-0.0923,1.0396,1.0396,1.0396,-1.0
32,1,0.5,1,1,3.0433,9.4135,1.0475,1.0475,1.0475,-1.0
32,1,0.5,1,2,0.002,0.1899,1.0111,1.0111,1.0111,-1.0
32,1,0.5,2,0,-0.4261,-0.4094,1.0319,1.0319,1.0319,-1.0
32,1,0.5,2,1,4.0792,10.0788,1.0436,1.0436,1.0436,-1.0
32,1,0.5,2,2,-0.1196,0.5604,1.002,1.002,1.002,-1.0
32,1,0.5,3,0,-0.7854,-0.8302,1.0222,1.0222,1.0222,-1.0
32,1,0.5,3,1,5.4763,10.9395,1.0428,1.0428,1.0428,-1.0
32,1,0.5,3,2,-0.3057,1.0698,0.9948,0.9948,0.9948,-1.0
32,1,0.5,4,0,-0.4579,-0.4208,1.0307,1.0307,1.0307,-1.0
32,1,0.5,4,1,4.1169,10.1622,1.0368,1.0368,1.0368,-1.0
32,1,0.5,4,2,-0.1017,0.5408,0.9993,0.9993,0.9993,-1.0
32,1,0.5,5,0,-0.4312,-0.4106,1.0321,1.0321,1.0321,-1.0
32,1,0.5,5,1,4.0909,10.0968,1.0419,1.0419,1.0419,-1.0
32,1,0.5,5,2,-0.1172,0.5575,1.0003,1.0003,1.0003,-1.0
32,1,0.5,6,0,-0.4868,-0.4304,1.0326,1.0326,1.0326,-1.0
32,1,0.5,6,1,4.1588,10.2396,1.0295,1.0295,1.0295,-1.0
32,1,0.5,6,2,-0.0853,0.5211,0.9974,0.9974,0.9974,-1.0
32,1,0.5,7,0,-0.51,-0.4361,1.0338,1.0338,1.0338,-1.0
32,1,0.5,7,1,4.1986,10.3309,1.0206,1.0206,1.0206,-1.0
32,1,0.5,7,2,-0.0741,0.503,0.9975,0.9975,0.9975,-1.0
32,1,0.5,8,0,-0.9547,-2.2787,1.0091,1.0091,1.0091,-1.0
32,1,0.5,8,1,8.9231,12.6489,1.0442,1.0442,1.0442,-1.0
32,1,0.5,8,2,-1.4693,1.9006,0.983,0.983,0.983,-1.0
32,1,0.5,9,0,-0.911,-1.8653,1.0131,1.0131,1.0131,-1.0
32,1,0.5,9,1,7.9461,12.1679,1.0431,1.0431,1.0431,-1.0
32,1,0.5,9,2,-1.1368,1.6607,0.9859,0.9859,0.9859,-1.0
32,1,0.5,10,0,-1.0739,-3.4106,1.0005,1.0005,1.0005,-1.0
32,1,0.5,10,1,11.6338,13.9826,1.0454,1.0454,1.0454,-1.0
32,1,0.5,10,2,-2.3882,2.5607,0.9737,0.9737,0.9737,-1.0
32,1,0.5,11,0,-1.2401,-5.2354,0.992,0.992,0.992,-1.0
32,1,0.5,11,1,15.9993,16.1149,1.0493,1.0493,1.0493,-1.0
32,1,0.5,11,2,-3.8708,3.6268,0.9705,0.9705,0.9705,-1.0
32,1,0.5,12,0,-0.4311,-0.4107,1.0323,1.0323,1.0323,-1.0
32,1,0.5,12,1,4.0934,10.0959,1.0421,1.0421,1.0421,-1.0
32,1,0.5,12,2,-0.1173,0.5582,0.9991,0.9991,0.9991,-1.0
32,1,0.5,13,0,-0.439,-0.4141,1.0315,1.0315,1.0315,-1.0
32,1,0.5,13,1,4.0966,10.1123,1.0409,1.0409,1.0409,-1.0
32,1,0.5,13,2,-0.1124,0.5528,1.0002,1.0002,1.0002,-1.0
32,1,0.5,14,0,-0.4584,-0.4211,1.0302,1.0302,1.0302,-1.0
32,1,0.5,14,1,4.1163,10.1634,1.0367,1.0367,1.0367,-1.0
32,1,0.5,14,2,-0.1015,0.5407,0.9994,0.9994,0.9994,-1.0
32,1,0.5,15,0,-0.4596,-0.4222,1.0276,1.0276,1.0276,-1.0
32,1,0.5,15,1,4.1111,10.1651,1.0371,1.0371,1.0371,-1.0
32,1,0.5,15,2,-0.1012,0.5409,0.9997,0.9997,0.9997,-1.0
32,1,0.5,16,0,-0.4832,-0.4293,1.0324,1.0324,1.0324,-1.0
32,1,0.5,16,1,4.1548,10.2299,1.0305,1.0305,1.0305,-1.0
32,1,0.5,16,2,-0.0874,0.5237,0.9972,0.9972,0.9972,-1.0
32,1,0.5,17,0,-0.5127,-0.4368,1.034,1.034,1.034,-1.0
32,1,0.5,17,1,4.2031,10.341,1.0196,1.0196,1.0196,-1.0
32,1,0.5,17,2,-0.0727,0.501,0.9975,0.9975,0.9975,-1.0
32,1,0.5,18,0,-0.5152,-0.4374,1.0341,1.0341,1.0341,-1.0
32,1,0.5,18,1,4.2065,10.3503,1.0187,1.0187,1.0187,-1.0
32,1,0.5,18,2,-0.0715,0.499,0.9978,0.9978,0.9978,-1.0
32,1,0.5,19,0,-0.4887,-0.4309,1.0327,1.0327,1.0327,-1.0
32,1,0.5,19,1,4.1616,10.2466,1.0288,1.0288,1.0288,-1.0
32,1,0.5,19,2,-0.0844,0.5196,0.9975,0.9975,0.9975,-1.0
32,1,0.5,20,0,-0.7883,-0.832,1.0206,1.0206,1.0206,-1.0
32,1,0.5,20,1,5.4779,10.9463,1.0426,1.0426,1.0426,-1.0
32,1,0.5,20,2,-0.3047,1.0699,0.9938,0.9938,0.9938,-1.0
32,1,0.5,21,0,-0.7928,-0.8342,1.0189,1.0189,1.0189,-1.0
32,1,0.5,21,1,5.4796,10.9576,1.0421,1.0421,1.0421,-1.0
32,1,0.5,21,2,-0.3026,1.0686,0.9933,0.9933,0.9933,-1.0
32,1,0.5,22,0,-0.7916,-0.8341,1.0186,1.0186,1.0186,-1.0
32,1,0.5,22,1,5.4755,10.9532,1.0426,1.0426,1.0426,-1.0
32,1,0.5,22,2,-0.303,1.0692,0.9938,0.9938,0.9938,-1.0
32,1,0.5,23,0,-0.8795,-1.6062,1.0154,1.0154,1.0154,-1.0
32,1,0.5,23,1,7.3306,11.8592,1.0432,1.0432,1.0432,-1.0
32,1,0.5,23,2,-0.9295,1.5133,0.9876,0.9876,0.9876,-1.0
